id,username,email,first_name,last_name,role,status,created_at,has_client_account,has_merchant_account,tx_as_client,tx_as_merchant,approved_tx_as_client,approved_tx_as_merchant,likely_test_account,structurally_real,real_user_candidate
bda6052d-4dd1-428d-82ea-a219bc50d191,merchant_gamma_1770134456179,merchant.gamma.1770134456179@pmp.local,Gamma,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 16:00:57.517102,f,t,0,0,0,0,t,t,f
f82d5c83-36ef-4af6-9083-32db61e40059,merchant_beta_1770134456179,merchant.beta.1770134456179@pmp.local,Beta,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 16:00:57.0442,f,t,0,0,0,0,t,t,f
b8bbf1fe-76ff-4bbc-a7e7-44a8cb72117b,merchant_alpha_1770134456179,merchant.alpha.1770134456179@pmp.local,Alpha,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 16:00:56.786404,f,t,0,0,0,0,t,t,f
e42412ac-9964-4c76-a787-244d41381197,merchant_gamma_1770133903955,merchant.gamma.1770133903955@pmp.local,Gamma,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 15:51:44.957219,f,t,0,0,0,0,t,t,f
3200fa72-22f5-4b3e-a145-81cb9b9b3542,merchant_beta_1770133903955,merchant.beta.1770133903955@pmp.local,Beta,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 15:51:44.724473,f,t,0,0,0,0,t,t,f
80416be8-d49f-4584-b400-4101d2d3ce1d,merchant_alpha_1770133903955,merchant.alpha.1770133903955@pmp.local,Alpha,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 15:51:44.492844,f,t,0,0,0,0,t,t,f
c58b5c94-bf3b-40b8-8a53-4f8db647146c,merchant_gamma_1770132877523,merchant.gamma.1770132877523@pmp.local,Gamma,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 15:34:38.844003,f,t,0,0,0,0,t,t,f
defd2570-e4f5-4f7b-8a29-f101110a6ac4,merchant_beta_1770132877523,merchant.beta.1770132877523@pmp.local,Beta,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 15:34:38.54439,f,t,0,0,0,0,t,t,f
9b6bba1a-68e1-4dcb-aaed-0c74e73b4ffb,merchant_alpha_1770132877523,merchant.alpha.1770132877523@pmp.local,Alpha,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-03 15:34:38.267145,f,t,0,0,0,0,t,t,f
9aee696c-7415-4b2f-9f95-d0f68363dff5,bob.merchant.469630387,bob.merchant.469630387@shop.com,Bob,Merchant,ROLE_MARCHAND,ACTIVE,2026-02-02 11:18:18.958872,f,t,0,4,0,4,f,t,t
ad6184a8-faf7-4026-bbc3-ac4272a3741e,boulangerie_paris_1788724596,contact.1788724596@boulangerie-test.fr,Pierre,Boulanger,ROLE_MARCHAND,ACTIVE,2026-02-02 10:52:13.998924,f,t,0,0,0,0,f,t,t
43d5edce-3f1d-4453-873c-4beb30c8da9c,merchant_2088618874,merchant_2088618874@test.local,Test,merchant,ROLE_MARCHAND,ACTIVE,2026-02-02 10:49:36.136057,f,t,0,0,0,0,t,t,f
af112ce4-704d-4046-bb15-6fa114daf446,marchand_pmp,bakery@pmp.edu,Boulangerie,Pédago,ROLE_MARCHAND,ACTIVE,2026-02-01 22:06:27.076243,f,t,0,0,0,0,f,t,t
ea283611-bb3c-46b2-a458-125b66876db9,marchand,merchant@pmp.local,Pierre,Commercant,ROLE_MARCHAND,ACTIVE,2026-01-31 21:06:53.932257,f,t,0,0,0,0,f,t,t
